13/04/2026 | snikers | 4.99
14/04/2026 | café | 15.0
14/04/2026 | almoço | 22.0
14/04/2026 | uber | 39.0
14/04/2026 | extrato | 2.89
14/04/2026 | coca | 4.5
16/04/2026 | uber | 10.0
16/04/2026 | café | 15.0
16/04/2026 | suéter | 70.0
16/04/2026 | mercadinho | 14.0
16/04/2026 | coca | 14.0
16/04/2026 | almoço | 22.0
16/04/2026 | coca | 14.0
16/04/2026 | uber | 32.0
16/04/2026 | padaria | 20.0
